job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00099,Machine Learning Researcher,290199,USD,EX,CT,Switzerland,L,Denmark,50,"Python, AWS, Kubernetes, Deep Learning",Master,12,Retail,12-01-2025,07-03-2025,1137,5.6,Smart Analytics
AI00100,AI Research Scientist,195691,USD,SE,CT,United States,L,United States,0,"AWS, Kubernetes, Docker, Mathematics, MLOps",PhD,8,Transportation,20-04-2024,22-06-2024,916,8.7,Advanced Robotics
AI00101,AI Product Manager,193448,USD,SE,FT,Norway,L,Norway,100,"Scala, Git, Java",Associate,9,Consulting,02-01-2025,11-03-2025,579,6.6,Cognitive Computing
AI00102,AI Product Manager,138466,USD,EX,PT,Israel,L,Israel,100,"Azure, AWS, PyTorch, GCP, Hadoop",Associate,16,Government,25-01-2024,04-04-2024,1690,9.5,Smart Analytics
AI00103,Data Analyst,91577,EUR,MI,CT,Netherlands,M,Netherlands,100,"Spark, Mathematics, PyTorch, SQL, TensorFlow",Bachelor,3,Transportation,27-01-2024,28-02-2024,859,6.5,Algorithmic Solutions
AI00104,Computer Vision Engineer,92875,USD,MI,FT,Sweden,S,Sweden,0,"SQL, Python, Deep Learning",PhD,3,Real Estate,21-07-2024,27-09-2024,701,5.3,Digital Transformation LLC
AI00105,Data Engineer,213287,GBP,EX,FT,United Kingdom,S,United Kingdom,100,"TensorFlow, GCP, PyTorch, Spark",Master,13,Healthcare,03-03-2025,03-04-2025,1102,6.3,Cloud AI Solutions
AI00106,NLP Engineer,62171,USD,MI,FT,Japan,S,Japan,0,"Git, SQL, PyTorch, Mathematics",Bachelor,2,Consulting,15-09-2024,07-11-2024,2162,8.1,AI Innovations
AI00107,AI Research Scientist,152658,USD,EX,FL,South Korea,L,United Kingdom,50,"Data Visualization, PyTorch, Spark, TensorFlow",Associate,16,Automotive,28-01-2024,17-03-2024,548,9,TechCorp Inc
AI00108,ML Ops Engineer,95085,USD,MI,FT,Norway,M,Norway,100,"TensorFlow, SQL, NLP, Computer Vision, Git",Associate,2,Retail,20-03-2024,20-04-2024,2298,6.5,Predictive Systems
AI00109,Deep Learning Engineer,86750,EUR,MI,FL,France,S,France,100,"Java, R, Git, Mathematics, Spark",PhD,2,Government,13-12-2024,24-02-2025,1397,7.1,AI Innovations
AI00110,AI Specialist,64261,USD,MI,PT,Israel,M,Israel,0,"PyTorch, Docker, GCP",Master,2,Transportation,04-09-2024,10-10-2024,2385,8.8,TechCorp Inc
AI00111,Machine Learning Researcher,205357,USD,EX,PT,United States,S,United States,100,"Computer Vision, Hadoop, Git, AWS",Bachelor,18,Education,08-03-2024,13-05-2024,1646,6.6,Predictive Systems
AI00112,AI Architect,165676,EUR,EX,CT,France,S,France,50,"TensorFlow, Linux, SQL, Hadoop",Associate,18,Government,13-05-2024,25-06-2024,926,7.8,Neural Networks Co
AI00113,Computer Vision Engineer,114658,EUR,SE,CT,France,M,France,100,"SQL, Scala, Python",Bachelor,9,Telecommunications,18-03-2024,20-04-2024,1560,8.2,Algorithmic Solutions
AI00114,Data Scientist,143149,EUR,SE,FL,France,L,France,50,"NLP, Computer Vision, Mathematics, Statistics, R",Master,6,Real Estate,13-03-2024,10-05-2024,1169,9.1,Digital Transformation LLC
AI00115,Machine Learning Researcher,116276,EUR,SE,FL,Germany,S,Germany,50,"Azure, R, Linux, MLOps",Bachelor,7,Technology,14-08-2024,06-09-2024,608,7.9,Future Systems
AI00116,NLP Engineer,61055,USD,EN,FL,United States,M,Ireland,100,"R, AWS, Computer Vision, Statistics, Docker",Bachelor,0,Retail,04-06-2024,16-07-2024,1891,6.9,Autonomous Tech
AI00117,ML Ops Engineer,50303,USD,EN,FT,Austria,L,Austria,100,"Kubernetes, SQL, Azure, Deep Learning, Linux",Master,0,Gaming,11-08-2024,02-10-2024,2015,7,DataVision Ltd
AI00118,Data Analyst,65570,USD,SE,FL,Ireland,S,Ireland,50,"PyTorch, SQL, MLOps, AWS, TensorFlow",Associate,7,Retail,22-10-2024,06-11-2024,635,9.9,Smart Analytics
AI00119,AI Software Engineer,231078,USD,EX,FL,Singapore,M,Singapore,50,"MLOps, R, Git, Mathematics",Bachelor,17,Consulting,15-04-2024,03-06-2024,784,7.6,Neural Networks Co
AI00120,AI Product Manager,106633,USD,SE,FT,Australia,M,South Korea,100,"Linux, Scala, SQL, Git",Bachelor,9,Automotive,18-05-2024,25-06-2024,1243,5.5,Algorithmic Solutions
AI00121,AI Specialist,121180,USD,SE,FL,Austria,L,Austria,0,"Git, Deep Learning, Kubernetes, Linux, GCP",Master,9,Media,06-01-2025,01-02-2025,611,7,Quantum Computing Inc
AI00122,Principal Data Scientist,64531,USD,EN,PT,China,L,Netherlands,50,"Git, SQL, Scala, Python, Computer Vision",PhD,0,Retail,26-03-2025,13-04-2025,1645,7,Smart Analytics
AI00123,Machine Learning Engineer,125654,USD,MI,CT,Singapore,L,Singapore,50,"Python, Tableau, Java",PhD,4,Automotive,20-06-2024,25-08-2024,1212,6.8,DataVision Ltd
AI00124,Machine Learning Researcher,182275,USD,EX,FT,Austria,L,Austria,0,"Docker, AWS, Linux, Git, Azure",PhD,14,Technology,19-04-2025,14-05-2025,2427,9,DeepTech Ventures
AI00125,Machine Learning Researcher,117708,USD,MI,FL,Denmark,L,Denmark,0,"PyTorch, Scala, Linux, Tableau, Deep Learning",PhD,4,Transportation,24-02-2024,17-03-2024,1912,9.3,Neural Networks Co
AI00126,Data Engineer,143246,USD,EX,FT,South Korea,S,South Korea,0,"Docker, SQL, Kubernetes, Git, Statistics",Master,11,Healthcare,25-12-2024,24-01-2025,1426,8.4,Future Systems
AI00127,AI Product Manager,203198,USD,SE,FT,Denmark,L,Denmark,50,"Statistics, R, Python, TensorFlow",Master,5,Consulting,04-12-2024,11-01-2025,1596,7.6,DeepTech Ventures
AI00128,Research Scientist,69487,USD,EN,CT,Switzerland,S,Switzerland,0,"Kubernetes, Azure, Spark, TensorFlow, Linux",Master,0,Transportation,04-11-2024,02-12-2024,1825,7.7,Machine Intelligence Group
AI00129,AI Product Manager,95673,USD,EX,FL,Ireland,S,Ireland,0,"GCP, R, Azure, Deep Learning, PyTorch",Associate,17,Technology,24-08-2024,15-09-2024,1467,8.1,Neural Networks Co
AI00130,AI Software Engineer,59405,USD,EN,FL,Austria,L,Austria,100,"Spark, Python, Deep Learning, Linux, Java",Bachelor,1,Consulting,18-03-2025,12-04-2025,984,6,Smart Analytics
AI00131,AI Specialist,131756,EUR,SE,PT,Netherlands,M,Finland,0,"AWS, R, Spark",PhD,5,Technology,03-08-2024,15-10-2024,2308,7.9,AI Innovations
AI00132,AI Software Engineer,42835,USD,EN,PT,South Korea,L,France,0,"Python, TensorFlow, PyTorch",Bachelor,0,Media,02-03-2025,30-03-2025,539,9,Machine Intelligence Group
AI00133,Autonomous Systems Engineer,61893,USD,EN,FT,Canada,M,Canada,50,"Statistics, Python, SQL",Associate,1,Consulting,28-03-2024,01-05-2024,1419,5.2,Predictive Systems
AI00134,ML Ops Engineer,141791,EUR,EX,CT,France,M,France,0,"Hadoop, Azure, Python, R",PhD,13,Media,03-02-2025,23-02-2025,2136,5.8,Algorithmic Solutions
AI00135,AI Product Manager,258637,GBP,EX,PT,United Kingdom,M,United Kingdom,50,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,16-01-2025,15-02-2025,813,9.1,Cognitive Computing
AI00136,NLP Engineer,49485,USD,MI,FT,Finland,S,Finland,0,"Hadoop, Java, Data Visualization",Associate,2,Technology,09-08-2024,16-09-2024,909,7.8,Cloud AI Solutions
AI00137,Robotics Engineer,172916,USD,SE,PT,Norway,S,India,100,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,29-12-2024,15-01-2025,1630,7.6,Smart Analytics
AI00138,Machine Learning Engineer,324557,USD,EX,FT,Denmark,L,Denmark,100,"Hadoop, Python, Git, TensorFlow",PhD,11,Telecommunications,06-11-2024,24-11-2024,1209,7.3,Machine Intelligence Group
AI00139,AI Consultant,73894,EUR,MI,CT,France,M,France,50,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,08-08-2024,12-09-2024,1070,5.2,Digital Transformation LLC
AI00140,Principal Data Scientist,122598,USD,SE,FT,Sweden,S,India,50,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,05-01-2025,13-02-2025,1181,5.2,Digital Transformation LLC
AI00141,Data Scientist,94478,USD,MI,FL,Denmark,S,Denmark,100,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,24-05-2024,25-06-2024,506,8.4,Algorithmic Solutions
AI00142,Autonomous Systems Engineer,53088,USD,EN,PT,Austria,M,Austria,50,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",PhD,1,Finance,12-04-2025,13-06-2025,2090,9,Machine Intelligence Group
AI00143,Machine Learning Researcher,116012,USD,MI,FT,Denmark,M,Australia,0,"SQL, MLOps, Python",Master,3,Automotive,23-09-2024,30-10-2024,657,7.9,Predictive Systems
AI00144,Deep Learning Engineer,35593,USD,EN,CT,China,S,China,0,"Python, Hadoop, Deep Learning",Bachelor,0,Media,09-03-2024,07-04-2024,1812,6.3,AI Innovations
AI00145,AI Product Manager,149053,USD,EX,FT,Austria,S,Austria,0,"GCP, Linux, R, Hadoop",Master,17,Media,17-11-2024,26-12-2024,652,5.5,Smart Analytics
AI00146,Principal Data Scientist,88230,USD,MI,FT,Austria,L,Austria,0,"TensorFlow, Git, Azure, Python",Associate,4,Education,22-05-2024,27-07-2024,1984,7.6,DeepTech Ventures
AI00147,AI Research Scientist,224919,USD,EX,FL,Australia,M,Switzerland,100,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,02-12-2024,24-01-2025,911,5.7,TechCorp Inc
AI00148,Machine Learning Researcher,220439,EUR,EX,PT,Netherlands,S,Netherlands,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,30-03-2024,15-04-2024,1795,9.9,TechCorp Inc
AI00149,NLP Engineer,48861,USD,EN,PT,Finland,S,Finland,100,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,04-07-2024,11-08-2024,1031,8.1,DeepTech Ventures
AI00150,AI Specialist,115841,USD,SE,FL,United States,S,United States,0,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,25-10-2024,11-12-2024,1446,7.2,Quantum Computing Inc
AI00151,NLP Engineer,57266,USD,MI,FL,Ireland,M,Ireland,0,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,11-08-2024,26-08-2024,1075,7.3,Neural Networks Co
AI00152,Deep Learning Engineer,66384,USD,MI,CT,Australia,S,Israel,0,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,21-04-2024,24-05-2024,1421,9.1,Autonomous Tech
AI00153,Data Analyst,184637,USD,EX,PT,Sweden,S,Sweden,100,"R, SQL, Data Visualization",Bachelor,11,Government,23-05-2024,09-07-2024,2292,5.5,Machine Intelligence Group
AI00154,AI Research Scientist,92445,EUR,MI,CT,Netherlands,M,Finland,50,"Linux, Python, Scala, Docker",Bachelor,4,Technology,22-10-2024,24-12-2024,826,9.2,DataVision Ltd
AI00155,Machine Learning Researcher,57388,USD,EN,FL,Canada,L,Canada,0,"Python, GCP, TensorFlow",Associate,1,Consulting,12-01-2024,12-02-2024,1684,8.3,Smart Analytics
AI00156,Head of AI,53374,USD,MI,PT,China,M,China,0,"Docker, Deep Learning, R",PhD,2,Government,22-06-2024,31-07-2024,2224,9.5,Algorithmic Solutions
AI00157,AI Research Scientist,95716,USD,SE,CT,Finland,S,Finland,50,"Git, Spark, Azure, Statistics",PhD,6,Media,19-03-2024,05-04-2024,1811,7.4,Digital Transformation LLC
AI00158,NLP Engineer,157091,USD,MI,FL,Norway,L,Norway,0,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,04-03-2025,24-03-2025,1002,7.7,DataVision Ltd
AI00159,ML Ops Engineer,204144,USD,SE,FL,Norway,L,Norway,100,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,12-12-2024,03-01-2025,1663,9.5,Autonomous Tech
AI00160,AI Software Engineer,190314,EUR,EX,CT,Netherlands,M,Netherlands,100,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,23-05-2024,22-07-2024,521,9.9,Digital Transformation LLC
AI00161,Principal Data Scientist,198403,USD,EX,FL,Denmark,M,Israel,50,"Data Visualization, SQL, Scala",Associate,15,Media,14-03-2024,21-04-2024,944,9.1,Digital Transformation LLC
AI00162,Research Scientist,153040,USD,SE,CT,Canada,L,Canada,50,"SQL, Tableau, Statistics, GCP",Bachelor,7,Manufacturing,25-06-2024,23-08-2024,1112,8.2,Autonomous Tech
AI00163,AI Software Engineer,51898,USD,MI,FL,Israel,S,Israel,0,"Deep Learning, Python, NLP",Associate,2,Consulting,05-10-2024,26-11-2024,721,8.9,Machine Intelligence Group
AI00164,AI Architect,115191,EUR,SE,FL,Germany,S,Netherlands,0,"R, AWS, Git, Tableau",Associate,7,Education,10-07-2024,04-09-2024,2362,5.7,Advanced Robotics
AI00165,ML Ops Engineer,170139,USD,SE,PT,United States,L,Denmark,50,"Python, Spark, Hadoop",Bachelor,5,Technology,30-01-2025,27-03-2025,578,9.6,Future Systems
AI00166,ML Ops Engineer,63860,USD,EN,CT,Canada,L,Canada,100,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,02-08-2024,28-09-2024,2424,9.5,Autonomous Tech
AI00167,NLP Engineer,125152,USD,MI,CT,Norway,M,Norway,100,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,11-08-2024,31-08-2024,2348,6.6,Smart Analytics
AI00168,AI Software Engineer,61572,USD,EN,CT,South Korea,L,South Korea,50,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,19-07-2024,08-09-2024,2485,7.1,DataVision Ltd
AI00169,Head of AI,101054,EUR,MI,CT,Germany,M,Israel,50,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,06-01-2024,26-02-2024,986,8.5,Autonomous Tech
AI00170,Data Engineer,145355,USD,EX,CT,Canada,S,Canada,100,"Spark, Linux, AWS, Deep Learning",Master,13,Media,25-08-2024,12-09-2024,685,9.6,DeepTech Ventures
AI00171,Deep Learning Engineer,183484,USD,EX,FT,Singapore,S,Singapore,100,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,20-11-2024,01-01-2025,834,7.7,Autonomous Tech
AI00172,AI Product Manager,111997,USD,MI,CT,Singapore,L,Singapore,100,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,15-03-2025,14-04-2025,1535,6.6,Neural Networks Co
AI00173,AI Specialist,214195,GBP,EX,PT,United Kingdom,M,Sweden,100,"Tableau, GCP, Python",Bachelor,19,Manufacturing,13-03-2025,11-04-2025,1254,5.2,Smart Analytics
AI00174,AI Software Engineer,93211,USD,SE,PT,India,M,United Kingdom,50,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,08-01-2025,03-02-2025,1474,9.3,Machine Intelligence Group
AI00175,Deep Learning Engineer,82209,EUR,EN,PT,Germany,L,Germany,100,"Statistics, TensorFlow, Python",Master,1,Transportation,09-11-2024,23-12-2024,859,7,Smart Analytics
AI00176,AI Software Engineer,149669,EUR,SE,PT,Germany,M,Germany,50,"Scala, Hadoop, Azure",Associate,9,Retail,01-11-2024,23-11-2024,2291,6.2,Predictive Systems
AI00177,AI Software Engineer,56825,USD,MI,PT,China,M,China,50,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,11-07-2024,02-08-2024,2301,9.5,AI Innovations
AI00178,Research Scientist,131635,USD,MI,FT,Denmark,L,Denmark,50,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,10-03-2024,16-04-2024,715,8.2,TechCorp Inc
AI00179,NLP Engineer,163843,USD,SE,FL,Norway,L,Norway,50,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,20-09-2024,23-10-2024,1723,8.5,Algorithmic Solutions
AI00180,AI Consultant,73281,USD,MI,CT,India,L,India,0,"Deep Learning, Azure, Python",Bachelor,2,Technology,28-01-2025,21-02-2025,1753,5.5,Cloud AI Solutions
AI00181,Principal Data Scientist,51907,USD,MI,CT,South Korea,M,South Korea,50,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,07-10-2024,06-12-2024,1290,8.3,DataVision Ltd
AI00182,NLP Engineer,178240,EUR,EX,FL,Netherlands,S,Netherlands,50,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,01-06-2024,15-07-2024,2461,8.5,Autonomous Tech
AI00183,Machine Learning Researcher,83226,USD,SE,FT,Ireland,S,Israel,0,"SQL, Docker, Linux, GCP",Master,7,Technology,19-11-2024,02-01-2025,1227,7.9,Advanced Robotics
AI00184,AI Product Manager,46995,USD,EN,FT,Austria,S,Austria,100,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,07-07-2024,01-08-2024,1212,5.9,DataVision Ltd
AI00185,AI Research Scientist,275296,USD,EX,FT,Switzerland,L,Switzerland,0,"Docker, Azure, NLP",Associate,14,Transportation,06-02-2024,14-03-2024,1483,7,DataVision Ltd
AI00186,Deep Learning Engineer,300422,USD,EX,PT,Denmark,M,India,100,"Python, TensorFlow, R",Bachelor,11,Education,30-09-2024,18-11-2024,2385,9.9,Machine Intelligence Group
AI00187,AI Product Manager,116704,USD,MI,CT,Canada,L,Canada,100,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,30-03-2024,15-04-2024,1540,9.8,Autonomous Tech
AI00188,AI Specialist,98422,USD,EN,PT,United States,L,United States,0,"Java, Python, Mathematics",PhD,0,Transportation,23-05-2024,07-07-2024,673,9.4,Cloud AI Solutions
AI00189,Machine Learning Researcher,210249,USD,EX,PT,Norway,M,Singapore,100,"Mathematics, Docker, Deep Learning",Master,15,Gaming,20-12-2024,15-02-2025,1219,6.4,Machine Intelligence Group
AI00190,NLP Engineer,67708,USD,MI,FL,South Korea,S,France,0,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,10-06-2024,20-07-2024,1393,7.6,Algorithmic Solutions
AI00191,Data Engineer,95796,USD,EX,FL,Austria,S,Austria,100,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,15-10-2024,25-12-2024,1933,5.8,Advanced Robotics
AI00192,Head of AI,229098,USD,EX,PT,Denmark,L,China,50,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,01-02-2024,25-03-2024,2004,8.5,Predictive Systems
AI00193,ML Ops Engineer,134300,USD,EX,CT,Ireland,S,Ireland,50,"Java, Python, Deep Learning, Statistics",Master,11,Education,14-07-2024,16-09-2024,2111,5,Predictive Systems
AI00194,AI Specialist,74408,USD,EN,CT,Australia,M,Norway,100,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,07-08-2024,24-09-2024,1036,7.9,Machine Intelligence Group
AI00195,AI Architect,201971,EUR,EX,FT,Netherlands,M,Australia,0,"Java, Scala, Tableau",PhD,13,Technology,17-07-2024,11-09-2024,991,6.8,Future Systems
AI00196,AI Software Engineer,180764,EUR,EX,CT,France,S,France,100,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,17-02-2025,16-03-2025,1244,7.6,AI Innovations
AI00197,Principal Data Scientist,49644,USD,EN,CT,China,L,Canada,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,15-02-2025,26-03-2025,2266,5.5,Future Systems
AI00198,AI Product Manager,89115,USD,SE,CT,South Korea,M,South Korea,50,"MLOps, Python, Linux, NLP",Master,7,Energy,22-03-2025,19-05-2025,684,6.3,Neural Networks Co
